Date,Open*,High,Low,Close**,Volume,Market Cap
"Mar 26, 2024",$0.0000287,$0.00003151,$0.00002851,$0.00003067,"$1,888,428,341","$18,072,844,592"
"Mar 25, 2024",$0.00002806,$0.00003036,$0.00002749,$0.0000287,"$1,480,936,800","$16,911,149,510"
"Mar 24, 2024",$0.00002718,$0.00002832,$0.00002716,$0.00002806,"$888,240,413","$16,534,057,299"
"Mar 23, 2024",$0.00002649,$0.00002844,$0.00002635,$0.00002718,"$1,011,495,913","$16,016,280,017"
"Mar 22, 2024",$0.0000272,$0.00002847,$0.00002588,$0.00002649,"$1,197,323,604","$15,610,551,563"
"Mar 21, 2024",$0.00002777,$0.00002844,$0.00002637,$0.0000272,"$1,459,423,178","$16,026,735,326"
"Mar 20, 2024",$0.00002484,$0.00002796,$0.00002379,$0.00002777,"$1,862,892,532","$16,361,700,741"
"Mar 19, 2024",$0.00002686,$0.00002731,$0.00002431,$0.00002484,"$1,966,014,589","$14,640,356,538"
"Mar 18, 2024",$0.00002945,$0.0000295,$0.00002642,$0.00002686,"$1,577,662,766","$15,830,679,947"
"Mar 17, 2024",$0.00002533,$0.00003002,$0.00002443,$0.00002952,"$2,627,232,341","$17,396,468,939"
"Mar 16, 2024",$0.00002986,$0.00003013,$0.00002398,$0.00002533,"$1,921,226,494","$14,923,949,406"
"Mar 15, 2024",$0.00003226,$0.00003271,$0.00002757,$0.00002986,"$2,293,461,242","$17,597,906,694"
"Mar 14, 2024",$0.00003201,$0.00003447,$0.00003062,$0.00003226,"$2,839,792,942","$19,012,867,751"
"Mar 13, 2024",$0.00003223,$0.00003344,$0.00003127,$0.000032,"$1,308,903,328","$18,860,543,249"
"Mar 12, 2024",$0.00003395,$0.00003473,$0.00003045,$0.00003223,"$1,661,148,050","$18,994,534,483"
"Mar 11, 2024",$0.00003282,$0.00003513,$0.00003089,$0.00003395,"$2,472,976,883","$20,008,988,325"
"Mar 10, 2024",$0.00003505,$0.00003527,$0.00003196,$0.00003282,"$1,858,025,365","$19,337,774,078"
"Mar 09, 2024",$0.00003532,$0.00003692,$0.00003401,$0.00003505,"$2,654,767,441","$20,652,178,519"
"Mar 08, 2024",$0.00003154,$0.00003801,$0.00003104,$0.00003532,"$5,421,487,104","$20,816,339,849"
