Date,Open*,High,Low,Close**,Volume,Market Cap
"Mar 26, 2024",$0.0000081,$0.000008658,$0.000007862,$0.000008042,"$896,509,294","$3,383,302,923"
"Mar 25, 2024",$0.000007818,$0.000008457,$0.000007447,$0.0000081,"$1,040,906,889","$3,407,708,625"
"Mar 24, 2024",$0.000007323,$0.000007984,$0.000007204,$0.000007818,"$528,203,046","$3,288,987,942"
"Mar 23, 2024",$0.000007406,$0.000007701,$0.000007318,$0.000007323,"$630,797,721","$3,080,553,024"
"Mar 22, 2024",$0.000007904,$0.000008261,$0.000007151,$0.000007406,"$887,464,393","$3,115,421,207"
"Mar 21, 2024",$0.000008384,$0.000008419,$0.000007679,$0.000007905,"$1,098,889,383","$3,325,213,474"
"Mar 20, 2024",$0.000006609,$0.000008551,$0.00000644,$0.000008384,"$1,912,130,027","$3,527,044,372"
"Mar 19, 2024",$0.00000681,$0.000007393,$0.000005874,$0.000006609,"$1,574,432,648","$2,780,483,010"
"Mar 18, 2024",$0.000007849,$0.000008164,$0.000006618,$0.00000681,"$997,463,617","$2,865,069,013"
"Mar 17, 2024",$0.000007468,$0.000008155,$0.000006952,$0.000007995,"$1,395,467,366","$3,363,601,881"
"Mar 16, 2024",$0.000008918,$0.000009038,$0.00000709,$0.000007467,"$1,639,021,958","$3,141,572,126"
"Mar 15, 2024",$0.000009977,$0.0000103,$0.000008425,$0.000008918,"$1,945,870,095","$3,751,561,774"
"Mar 14, 2024",$0.000009025,$0.00001074,$0.000008762,$0.000009975,"$3,137,396,879","$4,197,324,301"
"Mar 13, 2024",$0.000008273,$0.000009332,$0.000008119,$0.000009024,"$1,863,310,093","$3,796,626,851"
"Mar 12, 2024",$0.000009067,$0.000009086,$0.000007768,$0.000008273,"$1,111,567,672","$3,480,339,628"
"Mar 11, 2024",$0.000008548,$0.000009373,$0.000007982,$0.000009067,"$1,496,786,721","$3,814,489,873"
"Mar 10, 2024",$0.000008777,$0.000009277,$0.000008243,$0.000008548,"$1,301,150,618","$3,596,229,149"
"Mar 09, 2024",$0.00000908,$0.000009885,$0.000008487,$0.000008777,"$1,857,252,831","$3,692,297,453"
"Mar 08, 2024",$0.000006838,$0.000009489,$0.000006774,$0.00000908,"$3,459,591,520","$3,819,800,567"
"Mar 07, 2024",$0.000007184,$0.000007503,$0.000006414,$0.000006839,"$1,461,461,026","$2,876,876,121"
"Mar 06, 2024",$0.000006326,$0.0000082,$0.000005941,$0.000007184,"$2,824,222,229","$3,022,311,572"
"Mar 05, 2024",$0.00000703,$0.000008585,$0.000005051,$0.000006326,"$3,553,547,507","$2,661,398,434"
"Mar 04, 2024",$0.000005918,$0.000008214,$0.000005718,$0.00000703,"$3,953,033,503","$2,957,606,351"
"Mar 03, 2024",$0.000004384,$0.000005975,$0.000003747,$0.000005917,"$2,362,660,460","$2,489,266,973"
"Mar 02, 2024",$0.000003996,$0.000004951,$0.000003938,$0.000004386,"$1,710,926,651","$1,844,981,751"
"Mar 01, 2024",$0.000002738,$0.000004281,$0.000002683,$0.000004,"$1,746,921,042","$1,682,620,911"
"Feb 29, 2024",$0.000003174,$0.000003306,$0.000002653,$0.000002738,"$863,993,803","$1,151,963,032"
"Feb 28, 2024",$0.000002651,$0.000003537,$0.000002597,$0.000003175,"$2,061,815,654","$1,335,823,399"
"Feb 27, 2024",$0.000001808,$0.000002943,$0.000001749,$0.000002652,"$1,439,474,147","$1,115,565,528"
"Feb 26, 2024",$0.000001376,$0.000001867,$0.000001348,$0.000001808,"$472,629,480","$760,433,884"
"Feb 25, 2024",$0.000001313,$0.000001392,$0.000001283,$0.000001376,"$159,204,965","$579,042,361"
"Feb 24, 2024",$0.000001198,$0.000001315,$0.000001154,$0.000001313,"$131,153,810","$552,259,573"
"Feb 23, 2024",$0.000001212,$0.000001399,$0.000001174,$0.000001198,"$268,590,037","$503,982,933"
"Feb 22, 2024",$0.000001152,$0.000001236,$0.000001108,$0.000001211,"$132,590,653","$509,626,999"
"Feb 21, 2024",$0.000001194,$0.000001197,$0.000001104,$0.000001152,"$102,747,236","$484,562,528"
"Feb 20, 2024",$0.00000123,$0.000001239,$0.000001136,$0.000001194,"$131,035,686","$502,173,333"
"Feb 19, 2024",$0.000001224,$0.000001257,$0.000001197,$0.00000123,"$100,961,779","$517,573,735"
"Feb 18, 2024",$0.000001188,$0.00000123,$0.000001172,$0.000001224,"$83,142,702","$515,050,366"
"Feb 17, 2024",$0.000001168,$0.000001191,$0.000001117,$0.000001188,"$88,474,553","$499,778,086"
"Feb 16, 2024",$0.000001244,$0.000001257,$0.000001151,$0.000001168,"$120,715,581","$491,213,580"
"Feb 15, 2024",$0.000001248,$0.000001299,$0.000001204,$0.000001244,"$174,509,269","$523,409,353"
"Feb 14, 2024",$0.000001084,$0.000001257,$0.000001066,$0.000001248,"$185,583,351","$525,116,593"
"Feb 13, 2024",$0.000001081,$0.000001129,$0.000001058,$0.000001084,"$123,043,477","$456,196,214"
"Feb 12, 2024",$0.000001003,$0.000001088,$0.0000009902,$0.000001081,"$90,205,869","$454,733,753"
"Feb 11, 2024",$0.000001015,$0.000001035,$0.0000009901,$0.000001004,"$63,803,072","$422,334,758"
"Feb 10, 2024",$0.000001017,$0.00000104,$0.00000101,$0.000001016,"$67,452,927","$427,267,040"
"Feb 09, 2024",$0.0000009558,$0.000001028,$0.000000955,$0.000001016,"$96,636,072","$427,555,974"
"Feb 08, 2024",$0.0000009656,$0.0000009821,$0.0000009488,$0.0000009558,"$82,519,130","$402,084,526"
"Feb 07, 2024",$0.0000009036,$0.0000009776,$0.0000009036,$0.0000009656,"$82,206,298","$406,230,445"
"Feb 06, 2024",$0.0000008969,$0.000000916,$0.0000008869,$0.0000009034,"$64,569,306","$380,058,558"
"Feb 05, 2024",$0.0000008887,$0.0000009761,$0.0000008715,$0.0000008966,"$90,630,349","$377,199,466"
"Feb 04, 2024",$0.0000009233,$0.0000009239,$0.000000885,$0.0000008891,"$49,023,211","$374,044,714"
"Feb 03, 2024",$0.0000009261,$0.000000946,$0.000000922,$0.0000009232,"$31,497,983","$388,382,233"
"Feb 02, 2024",$0.0000009162,$0.0000009375,$0.0000009157,$0.0000009257,"$41,662,277","$389,439,685"
"Feb 01, 2024",$0.0000009138,$0.000000937,$0.0000008932,$0.0000009162,"$54,037,900","$385,415,473"
"Jan 31, 2024",$0.000001009,$0.00000101,$0.0000009112,$0.0000009138,"$106,154,789","$384,438,317"
"Jan 30, 2024",$0.000001064,$0.000001078,$0.000001008,$0.00000101,"$71,782,365","$424,703,307"
"Jan 29, 2024",$0.000001066,$0.000001082,$0.000001039,$0.000001064,"$52,978,246","$447,644,353"
"Jan 28, 2024",$0.000001096,$0.000001117,$0.000001053,$0.000001066,"$50,152,998","$448,644,174"
"Jan 27, 2024",$0.000001083,$0.000001104,$0.000001072,$0.000001096,"$42,218,603","$460,991,359"
"Jan 26, 2024",$0.000001027,$0.000001088,$0.00000102,$0.000001083,"$48,667,784","$455,810,152"
"Jan 25, 2024",$0.000001042,$0.000001046,$0.000001004,$0.000001027,"$43,462,542","$432,163,617"
"Jan 24, 2024",$0.00000104,$0.000001066,$0.000001024,$0.000001042,"$51,594,817","$438,203,678"
"Jan 23, 2024",$0.000001051,$0.000001072,$0.0000009818,$0.00000104,"$70,962,448","$437,452,544"
"Jan 22, 2024",$0.000001121,$0.000001125,$0.000001048,$0.000001051,"$62,818,815","$442,218,531"
"Jan 21, 2024",$0.000001165,$0.000001188,$0.000001121,$0.000001121,"$42,416,355","$471,389,292"
"Jan 20, 2024",$0.000001136,$0.000001173,$0.000001111,$0.000001165,"$54,563,039","$490,020,594"
"Jan 19, 2024",$0.000001144,$0.000001146,$0.000001062,$0.000001136,"$59,844,756","$478,048,458"
"Jan 18, 2024",$0.000001205,$0.000001208,$0.00000113,$0.000001144,"$70,727,874","$481,065,718"
"Jan 17, 2024",$0.000001244,$0.000001265,$0.000001195,$0.000001205,"$72,929,217","$507,129,466"
"Jan 16, 2024",$0.000001204,$0.000001264,$0.000001186,$0.000001244,"$71,650,077","$523,303,419"
"Jan 15, 2024",$0.000001194,$0.000001244,$0.000001194,$0.000001204,"$52,831,221","$506,525,537"
"Jan 14, 2024",$0.000001246,$0.000001254,$0.000001195,$0.000001195,"$66,814,354","$502,556,691"
"Jan 13, 2024",$0.000001236,$0.000001261,$0.000001196,$0.000001246,"$82,111,365","$524,115,240"
"Jan 12, 2024",$0.000001366,$0.000001396,$0.000001216,$0.000001236,"$161,365,355","$519,924,770"
"Jan 11, 2024",$0.000001326,$0.00000149,$0.000001312,$0.000001366,"$231,364,471","$574,557,659"
"Jan 10, 2024",$0.000001195,$0.000001376,$0.000001167,$0.000001325,"$222,916,523","$557,333,752"
"Jan 09, 2024",$0.000001196,$0.000001239,$0.000001104,$0.000001195,"$97,567,935","$502,745,933"
"Jan 08, 2024",$0.000001116,$0.000001207,$0.000001044,$0.000001196,"$99,087,977","$503,057,811"
"Jan 07, 2024",$0.000001159,$0.000001215,$0.000001104,$0.000001117,"$71,956,538","$469,760,519"
"Jan 06, 2024",$0.000001197,$0.000001197,$0.00000111,$0.000001159,"$67,830,743","$487,468,324"
"Jan 05, 2024",$0.000001258,$0.000001272,$0.000001173,$0.000001196,"$81,767,209","$503,186,461"
"Jan 04, 2024",$0.000001192,$0.00000128,$0.000001184,$0.000001258,"$91,401,276","$529,146,784"
"Jan 03, 2024",$0.000001337,$0.00000142,$0.000001152,$0.000001192,"$178,005,700","$501,409,963"
"Jan 02, 2024",$0.000001405,$0.000001433,$0.000001328,$0.000001338,"$79,866,723","$562,717,121"
"Jan 01, 2024",$0.000001296,$0.000001406,$0.000001275,$0.000001405,"$61,952,343","$591,117,211"
"Dec 31, 2023",$0.000001313,$0.00000135,$0.000001286,$0.000001296,"$59,241,163","$545,217,785"
"Dec 30, 2023",$0.000001346,$0.000001367,$0.000001311,$0.000001313,"$56,262,774","$552,469,321"
"Dec 29, 2023",$0.000001347,$0.000001435,$0.000001309,$0.000001345,"$91,832,171","$565,882,803"
"Dec 28, 2023",$0.000001445,$0.000001497,$0.000001339,$0.000001347,"$114,589,833","$566,665,699"
"Dec 27, 2023",$0.00000134,$0.000001485,$0.000001295,$0.000001445,"$138,689,018","$607,919,504"
"Dec 26, 2023",$0.000001407,$0.000001423,$0.000001293,$0.000001341,"$115,157,595","$564,309,335"
"Dec 25, 2023",$0.000001376,$0.000001444,$0.000001364,$0.000001407,"$90,793,673","$591,942,528"
"Dec 24, 2023",$0.000001474,$0.000001487,$0.000001349,$0.000001375,"$117,062,194","$578,653,259"
"Dec 23, 2023",$0.000001575,$0.00000159,$0.000001446,$0.000001474,"$129,357,653","$620,014,331"
"Dec 22, 2023",$0.000001304,$0.000001582,$0.000001266,$0.000001575,"$343,799,133","$662,714,678"
"Dec 21, 2023",$0.000001268,$0.000001319,$0.000001239,$0.000001305,"$96,061,339","$544,662,779"
