id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
2416,Theta Network,THETA,theta-network,191,2018-01-17T00:00:00.000Z,"['media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'content-creation', 'defi', 'entertainment', 'sharing-economy', 'smart-contracts', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3', 'layer-1', 'depin']",1000000000.0,1000000000.0,1000000000.0,False,,45,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 3.1188188627212914, 'volume_24h': 94874377.77965333, 'volume_change_24h': 0.4582, 'percent_change_1h': 1.26751876, 'percent_change_24h': 1.1105947, 'percent_change_7d': 15.09568701, 'percent_change_30d': 128.2068301, 'percent_change_60d': 218.20546253, 'percent_change_90d': 134.06537306, 'market_cap': 3118818862.7212915, 'market_cap_dominance': 0.118, 'fully_diluted_market_cap': 3118818862.72, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
3513,Fantom,FTM,fantom,640,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'layer-1']",3175000000.0,2803634835.5265927,3175000000.0,False,,46,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 1.073372899188547, 'volume_24h': 460306904.9243678, 'volume_change_24h': -3.5188, 'percent_change_1h': 1.28383239, 'percent_change_24h': -9.75791235, 'percent_change_7d': 2.17350876, 'percent_change_30d': 156.6165323, 'percent_change_60d': 196.86823228, 'percent_change_90d': 110.01314239, 'market_cap': 3009345651.675184, 'market_cap_dominance': 0.1139, 'fully_diluted_market_cap': 3407958954.92, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
1518,Maker,MKR,maker,458,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,924479.48552239,977631.03695089,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",47,,,0.4372838,2024-03-26T17:55:00.000Z,"{'USD': {'price': 3236.323092526978, 'volume_24h': 95051458.6229587, 'volume_change_24h': -8.1794, 'percent_change_1h': 0.92770768, 'percent_change_24h': -3.14939322, 'percent_change_7d': 11.80005046, 'percent_change_30d': 59.12679303, 'percent_change_60d': 57.94132446, 'percent_change_90d': 116.6721909, 'market_cap': 2991914307.563571, 'market_cap_dominance': 0.1132, 'fully_diluted_market_cap': 3254372066.41, 'tvl': 6842042464.86501, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
27075,Mantle,MNT,mantle,55,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316795.0,3233737802.0331407,6219316794.99,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3c3a81e81dc49a522a592e7622a7e711c06bf354'}",48,1843669839.0,1682602535.668882,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.9126376643344773, 'volume_24h': 263320664.65304607, 'volume_change_24h': 13.3092, 'percent_change_1h': 0.93140438, 'percent_change_24h': 6.18796152, 'percent_change_7d': 11.18838383, 'percent_change_30d': 8.72031787, 'percent_change_60d': 39.10228253, 'percent_change_90d': 51.28756197, 'market_cap': 2951230914.717632, 'market_cap_dominance': 0.1116, 'fully_diluted_market_cap': 5675982753.54, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
8000,Lido DAO,LDO,lido-dao,376,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem', 'standard-crypto-portfolio', 'egirl-capital-portfolio']",1000000000.0,891709747.0789334,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5a98fcbea516cf06857215779fd812ca3bef1b32'}",49,891709797.6185291,2796569351.5055065,0.07954827,2024-03-26T17:55:00.000Z,"{'USD': {'price': 3.1361877585894495, 'volume_24h': 109842446.71374536, 'volume_change_24h': -22.015, 'percent_change_1h': 0.23314575, 'percent_change_24h': -4.29795872, 'percent_change_7d': 30.48482834, 'percent_change_30d': -6.16135107, 'percent_change_60d': 2.28919222, 'percent_change_90d': 16.58079026, 'market_cap': 2796569193.0038447, 'market_cap_dominance': 0.1058, 'fully_diluted_market_cap': 3136187758.59, 'tvl': 35155623386.7514, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
5632,Arweave,AR,arweave,128,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio', 'depin']",66000000.0,65454185.0,65454185.0,False,,50,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 41.14698662613526, 'volume_24h': 123948717.29741886, 'volume_change_24h': -20.5876, 'percent_change_1h': 1.04036686, 'percent_change_24h': -5.96714793, 'percent_change_7d': 27.34740881, 'percent_change_30d': 156.20739423, 'percent_change_60d': 362.55991981, 'percent_change_90d': 304.3404449, 'market_cap': 2693242474.819583, 'market_cap_dominance': 0.1019, 'fully_diluted_market_cap': 2715701117.32, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
26081,First Digital USD,FDUSD,first-digital-usd,262,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin']",,2626707778.85,2626707778.85,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409'}",51,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.9993624299143377, 'volume_24h': 7343486097.216693, 'volume_change_24h': -3.8466, 'percent_change_1h': -0.01583185, 'percent_change_24h': 0.06425977, 'percent_change_7d': 0.11993462, 'percent_change_30d': -0.10717173, 'percent_change_60d': -0.00357379, 'percent_change_90d': -0.1907413, 'market_cap': 2625033068.5464287, 'market_cap_dominance': 0.0993, 'fully_diluted_market_cap': 2625033068.55, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
328,Monero,XMR,monero,278,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18415363.25246637,18415363.25246637,True,,52,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 137.60586570266827, 'volume_24h': 71113235.00733808, 'volume_change_24h': 64.4396, 'percent_change_1h': -0.02570879, 'percent_change_24h': -4.00482185, 'percent_change_7d': -0.44190825, 'percent_change_30d': 9.43323156, 'percent_change_60d': -12.96846485, 'percent_change_90d': -20.89208289, 'market_cap': 2534062002.5847397, 'market_cap_dominance': 0.0958, 'fully_diluted_market_cap': 2534062002.58, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
3773,Fetch.ai,FET,fetch,287,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem', 'generative-ai', 'dwf-labs-portfolio']",,840059068.9613227,1152997575.0,False,,53,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 2.8857518290557636, 'volume_24h': 652508088.9600523, 'volume_change_24h': 80.8174, 'percent_change_1h': 1.58804233, 'percent_change_24h': 7.44881046, 'percent_change_7d': 15.69463973, 'percent_change_30d': 155.98328864, 'percent_change_60d': 369.7434414, 'percent_change_90d': 291.56095545, 'market_cap': 2424201994.7700186, 'market_cap_dominance': 0.0917, 'fully_diluted_market_cap': 3327264860.95, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
22861,Celestia,TIA,celestia,176,2023-10-31T16:51:41.000Z,"['platform', 'modular-blockchain', 'egirl-capital-portfolio', 'data-availability', 'cmc-crypto-awards-2024']",,173262705.832077,1032219178.082077,False,"{'id': 12220, 'name': 'Osmosis', 'symbol': 'OSMO', 'slug': 'osmosis', 'token_address': 'ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877'}",54,141043527.75,1951543463.4769785,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 13.836462364555247, 'volume_24h': 123306213.34433071, 'volume_change_24h': 4.5087, 'percent_change_1h': 1.14072394, 'percent_change_24h': -3.85300788, 'percent_change_7d': -5.12168005, 'percent_change_30d': -18.56384475, 'percent_change_60d': -16.3668179, 'percent_change_90d': 10.87882211, 'market_cap': 2397342908.4265404, 'market_cap_dominance': 0.0907, 'fully_diluted_market_cap': 14282261809.5, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
10804,FLOKI,FLOKI,floki-inu,441,2021-07-09T00:00:00.000Z,"['gaming', 'memes', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain', 'dwf-labs-portfolio', 'paal-ecosystem']",,9557850464622.582,9710066519559.307,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcf0c122c6b73ff809c693db761e7baebe62b6a2e'}",55,9317621738535.4,2232338244.654149,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.0002395824071095036, 'volume_24h': 580651210.0619786, 'volume_change_24h': -22.0858, 'percent_change_1h': 1.83275617, 'percent_change_24h': -6.03235432, 'percent_change_7d': 27.03375856, 'percent_change_30d': 566.24381295, 'percent_change_60d': 723.73016676, 'percent_change_90d': 547.48228037, 'market_cap': 2289892821.1069655, 'market_cap_dominance': 0.0866, 'fully_diluted_market_cap': 2326361109.95, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
20947,Sui,SUI,sui,229,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1']",10000000000.0,1230916717.7942307,10000000000.0,False,"{'id': 20947, 'name': 'Sui Network', 'symbol': 'SUI', 'slug': 'sui', 'token_address': '0x2::sui::SUI'}",56,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 1.8548817180741959, 'volume_24h': 425529917.0615604, 'volume_change_24h': 44.3199, 'percent_change_1h': 4.04166486, 'percent_change_24h': 6.7757976, 'percent_change_7d': 7.63030355, 'percent_change_30d': 13.07466737, 'percent_change_60d': 35.96356387, 'percent_change_90d': 120.55867141, 'market_cap': 2283204916.3084126, 'market_cap_dominance': 0.0864, 'fully_diluted_market_cap': 18548817180.74, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
4030,Algorand,ALGO,algorand,408,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,8076969288.676043,8076969288.676043,False,,57,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.2779938947466356, 'volume_24h': 117667226.13601385, 'volume_change_24h': 50.4544, 'percent_change_1h': 1.27042667, 'percent_change_24h': 3.9743005, 'percent_change_7d': 14.50097296, 'percent_change_30d': 34.98391095, 'percent_change_60d': 65.07521606, 'percent_change_90d': 21.66305193, 'market_cap': 2245348150.308016, 'market_cap_dominance': 0.0849, 'fully_diluted_market_cap': 2779938947.47, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
23149,Sei,SEI,sei,166,2023-08-14T07:35:00.000Z,"['coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem', 'parallel-evm']",,2675000000.0,10000000000.0,False,,58,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.8322725637054077, 'volume_24h': 193648173.7886413, 'volume_change_24h': 18.1371, 'percent_change_1h': 1.06437417, 'percent_change_24h': -2.21076269, 'percent_change_7d': -3.84994319, 'percent_change_30d': 0.51645725, 'percent_change_60d': 24.53925545, 'percent_change_90d': 82.70842356, 'market_cap': 2226329107.9119654, 'market_cap_dominance': 0.0842, 'fully_diluted_market_cap': 8322725637.05, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
4558,Flow,FLOW,flow,182,2021-01-27T00:00:00.000Z,"['platform', 'collectibles-nfts', 'staking', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,1496257868.0,1496257868.4281273,True,,59,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 1.4439846197831407, 'volume_24h': 119386157.77036977, 'volume_change_24h': 25.2342, 'percent_change_1h': 2.50899333, 'percent_change_24h': 4.30941227, 'percent_change_7d': 11.87045072, 'percent_change_30d': 43.20166095, 'percent_change_60d': 90.13339318, 'percent_change_90d': 45.94059639, 'market_cap': 2160573348.621513, 'market_cap_dominance': 0.0817, 'fully_diluted_market_cap': 2160573349.24, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
7080,Gala,GALA,gala,401,2020-09-16T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-smart-chain', 'polygon-ecosystem', 'play-to-earn', 'dwf-labs-portfolio']",,30275573589.90348,32304733725.918114,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd1d2Eb1B1e90B638588728b4130137D262C87cae'}",61,37174369938.73015,2520978131.32234,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.06781495249219696, 'volume_24h': 354366391.67486346, 'volume_change_24h': -15.3535, 'percent_change_1h': 0.51093136, 'percent_change_24h': -0.2271823, 'percent_change_7d': 21.71955539, 'percent_change_30d': 123.30228716, 'percent_change_60d': 194.59424631, 'percent_change_90d': 100.94165045, 'market_cap': 2053136584.6733174, 'market_cap_dominance': 0.0777, 'fully_diluted_market_cap': 2190743982.9, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
28298,Beam,BEAM,onbeam,107,2021-10-29T04:07:32.000Z,"['gaming', 'ethereum-ecosystem', 'binance-chain', 'binance-launchpool', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group', 'dwf-labs-portfolio']",,52647070850.16929,62955102600.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE'}",60,52647070850.16929,2055532292.8947065,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.03904362122528412, 'volume_24h': 70628940.2994682, 'volume_change_24h': 86.246, 'percent_change_1h': 3.07614247, 'percent_change_24h': 9.17641163, 'percent_change_7d': 20.13885221, 'percent_change_30d': 22.36282427, 'percent_change_60d': 121.54803064, 'percent_change_90d': 108.79095622, 'market_cap': 2055532292.8947065, 'market_cap_dominance': 0.0778, 'fully_diluted_market_cap': 2457995180.11, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
7334,Conflux,CFX,conflux-network,153,2020-11-11T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'payments', 'research', 'smart-contracts', 'staking', 'hybrid-pow-dpos', 'huobi-capital-portfolio', 'web3', 'injective-ecosystem', 'bnb-chain', 'dwf-labs-portfolio']",,3846269518.63,4983769531.86,True,,62,3846283080.54,1899462008.3104546,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.49384352855374836, 'volume_24h': 183214771.72661853, 'volume_change_24h': -30.8183, 'percent_change_1h': 1.2952269, 'percent_change_24h': -4.77622962, 'percent_change_7d': 33.17309644, 'percent_change_30d': 100.2208092, 'percent_change_60d': 127.6206277, 'percent_change_90d': 156.77106316, 'market_cap': 1899455310.8489664, 'market_cap_dominance': 0.0719, 'fully_diluted_market_cap': 2461202331.11, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
7278,Aave,AAVE,aave,848,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio']",16000000.0,14766957.03418299,16000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",63,,,0.16420722,2024-03-26T17:55:00.000Z,"{'USD': {'price': 128.41406798357596, 'volume_24h': 122706245.4191466, 'volume_change_24h': 2.3716, 'percent_change_1h': 0.96839901, 'percent_change_24h': -0.37280676, 'percent_change_7d': 11.14748521, 'percent_change_30d': 29.33096437, 'percent_change_60d': 40.62901347, 'percent_change_90d': 17.06269655, 'market_cap': 1896285024.4981198, 'market_cap_dominance': 0.0717, 'fully_diluted_market_cap': 2054625087.74, 'tvl': 11548122042.88001, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
29210,Jupiter,JUP,jupiter-ag,232,2024-01-31T08:38:13.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'amm', 'solana-ecosystem', 'cross-chain']",10000000000.0,1350000000.0,10000000000.0,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN'}",64,1500000000.0,1989728304.0659914,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 1.3264855360439942, 'volume_24h': 327024485.16631526, 'volume_change_24h': -8.5165, 'percent_change_1h': 1.30530878, 'percent_change_24h': -1.24022434, 'percent_change_7d': 6.69879861, 'percent_change_30d': 167.47487696, 'percent_change_60d': -17.04897314, 'percent_change_90d': -17.04897314, 'market_cap': 1790755473.659392, 'market_cap_dominance': 0.0677, 'fully_diluted_market_cap': 13264855360.44, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
3602,Bitcoin SV,BSV,bitcoin-sv,236,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel', 'bitcoin-ecosystem']",,19671225.0,19671225.0,False,,65,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 88.87843107264393, 'volume_24h': 76307385.83022675, 'volume_change_24h': 3.9496, 'percent_change_1h': -0.77557233, 'percent_change_24h': -1.70524989, 'percent_change_7d': 17.57278913, 'percent_change_30d': 18.18350168, 'percent_change_60d': 25.98718769, 'percent_change_90d': 30.21630937, 'market_cap': 1748347615.2769701, 'market_cap_dominance': 0.0662, 'fully_diluted_market_cap': 1748347615.28, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
3155,Quant,QNT,quant,240,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14881364.0,12072738.0,14881364.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4a220e6096b25eadb88358cb44068a3248254675'}",66,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 141.27550867042677, 'volume_24h': 53685096.91324688, 'volume_change_24h': -42.2572, 'percent_change_1h': 1.70185969, 'percent_change_24h': -1.50389586, 'percent_change_7d': 20.08631989, 'percent_change_30d': 34.744141, 'percent_change_60d': 28.85153539, 'percent_change_90d': -0.49675988, 'market_cap': 1705582201.9947908, 'market_cap_dominance': 0.0645, 'fully_diluted_market_cap': 2102372268.81, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
23095,Bonk,BONK,bonk1,288,2022-12-30T06:58:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel', 'dwf-labs-portfolio', 'cmc-crypto-awards-2024']",93526170019114.78,65191332386576.0,93526170019114.78,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263'}",67,64971296213932.7,1695728603.3740156,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 2.609965788262012e-05, 'volume_24h': 298250341.56656086, 'volume_change_24h': 28.3572, 'percent_change_1h': 3.47872738, 'percent_change_24h': 1.03944119, 'percent_change_7d': 17.08758681, 'percent_change_30d': 125.50727288, 'percent_change_60d': 115.40718663, 'percent_change_90d': 77.52028213, 'market_cap': 1701471472.2018068, 'market_cap_dominance': 0.0644, 'fully_diluted_market_cap': 2441001040.57, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
28324,dYdX (Native),DYDX,dydx-chain,138,2021-08-03T00:00:00.000Z,['decentralized-exchange-dex-token'],1000000000.0,464677529.17,711376352.73,False,"{'id': 12220, 'name': 'Osmosis', 'symbol': 'OSMO', 'slug': 'osmosis', 'token_address': 'ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C'}",68,464677529.17,1691809759.6354206,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 3.6408254185592006, 'volume_24h': 11834564.65619481, 'volume_change_24h': 20.2885, 'percent_change_1h': 0.76214404, 'percent_change_24h': 3.50800661, 'percent_change_7d': 11.97868731, 'percent_change_30d': 6.07555116, 'percent_change_60d': 36.22895291, 'percent_change_90d': 6.38979524, 'market_cap': 1691809759.6354206, 'market_cap_dominance': 0.064, 'fully_diluted_market_cap': 3640825418.56, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
6892,MultiversX,EGLD,multiversx-egld,232,2020-09-04T00:00:00.000Z,"['pos', 'enterprise-solutions', 'distributed-computing', 'loyalty', 'defi', 'gaming', 'identity', 'payments', 'scaling', 'smart-contracts', 'software', 'binance-launchpad', 'binance-labs-portfolio', 'metaverse', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'mobile-payment', 'web3', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain', 'layer-1', 'dwf-labs-portfolio', 'multiversx-ecosystem', 'depin']",31415926.0,26737296.0,26742448.0,False,,69,26741290.0,1673924090.9755282,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 62.59698357766317, 'volume_24h': 49904652.73844882, 'volume_change_24h': 49.3657, 'percent_change_1h': 0.48612416, 'percent_change_24h': -1.81993586, 'percent_change_7d': 8.22542103, 'percent_change_30d': 9.58193168, 'percent_change_60d': 20.80483138, 'percent_change_90d': -12.24468546, 'market_cap': 1673674078.623119, 'market_cap_dominance': 0.0633, 'fully_diluted_market_cap': 1966542203.9, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
22691,Starknet,STRK,starknet-token,115,2024-02-20T12:19:19.000Z,"['zero-knowledge-proofs', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups']",10000000000.0,728000000.0,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766'}",70,728000000.0,1640345442.4009383,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 2.2532217615397503, 'volume_24h': 214680722.5195276, 'volume_change_24h': 7.6976, 'percent_change_1h': 1.15817011, 'percent_change_24h': -2.56458511, 'percent_change_7d': 11.78862299, 'percent_change_30d': 17.13541491, 'percent_change_60d': -4.02896979, 'percent_change_90d': -4.02896979, 'market_cap': 1640345442.4009383, 'market_cap_dominance': 0.062, 'fully_diluted_market_cap': 22532217615.4, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
2586,Synthetix,SNX,synthetix,588,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain', 'optimism-ecosystem', 'real-world-assets', 'dwf-labs-portfolio', 'celsius-bankruptcy-estate']",,327769196.1395232,328193104.0887736,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f'}",71,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 4.9859262146443974, 'volume_24h': 96328982.83403586, 'volume_change_24h': -2.4581, 'percent_change_1h': 1.74255533, 'percent_change_24h': -2.74015481, 'percent_change_7d': 32.89712926, 'percent_change_30d': 26.68460191, 'percent_change_60d': 53.72641774, 'percent_change_90d': 17.51830604, 'market_cap': 1634233027.38497, 'market_cap_dominance': 0.0618, 'fully_diluted_market_cap': 1636346601.14, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
6783,Axie Infinity,AXS,axie-infinity,433,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",270000000.0,142287516.09086028,270000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbb0e17ef65f82ab018d8edd776e8dd940327b28b'}",72,142288206.53005257,1603862997.698136,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 11.271932065285998, 'volume_24h': 83797557.31360653, 'volume_change_24h': 10.4383, 'percent_change_1h': 0.67151995, 'percent_change_24h': 3.1549111, 'percent_change_7d': 16.15437448, 'percent_change_30d': 39.39593873, 'percent_change_60d': 52.99423236, 'percent_change_90d': 16.92448863, 'market_cap': 1603855215.1144655, 'market_cap_dominance': 0.0607, 'fully_diluted_market_cap': 3043421657.63, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
